311	183	253	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
375	265	139	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
400	310	191	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
340	246	230	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
318	283	203	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
654	383	146	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
263	171	183	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
392	302	145	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
341	216	164	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
488	266	69	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
342	196	234	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
306	247	100	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
385	284	171	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
282	239	147	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
369	264	243	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	5	2090040
357	197	141	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
427	278	197	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
337	251	160	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
420	318	257	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
344	249	364	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
636	406	238	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
354	239	330	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
205	132	200	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
620	489	184	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
478	244	208	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	7	2090040
218	152	203	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
433	251	133	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	6	2090040
433	301	168	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	4	2090040
450	299	193	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
270	174	238	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
216	202	191	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
446	256	123	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
383	242	108	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
367	284	186	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
284	194	205	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
358	234	123	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
371	274	117	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
369	262	96	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
431	276	203	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
254	189	359	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
393	337	129	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
482	375	147	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
324	198	279	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
416	279	214	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
