311	183	253	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
375	265	139	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
400	310	191	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
340	246	230	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
318	283	203	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
654	383	146	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
263	171	183	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
392	302	145	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
341	216	164	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
488	266	69	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
342	196	234	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
306	247	100	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
385	284	171	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
282	239	147	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
369	264	243	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	5	2090040
357	197	141	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
427	278	197	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
337	251	160	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
420	318	257	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
344	249	364	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
636	406	238	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
354	239	330	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	3	2090040
205	132	200	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	1	2090040
620	489	184	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
478	244	208	13000	TRUE	FALSE	FALSE	1100	0	0	0	0	0	0	FULL	2	2090040
