290	212	155	1425	252	0	0	FULL	1	32504
227	204	205	8151	2000	0	0	FULL	2	17353
378	196	115	4420	1090	0	0	ALL_EDGES	2	18099
330	252	114	1719	482	0	0	FULL	1	9949
226	153	130	468	393	36	40	FULL	1	16601
300	225	170	3864	670	19	27	FULL	2	14231
271	128	159	3866	2000	26	29	FULL	1	14750
309	226	165	7751	2600	0	0	FULL	1	7759
280	238	113	4440	1168	19	22	FULL	3	17983
351	162	150	1513	824	8	16	FULL	7	25557
205	151	242	1305	250	20	20	FULL	4	22860
252	239	157	1672	250	0	0	FULL	1	13327
319	271	110	5244	865	9	14	ALL_EDGES	2	2637
404	146	195	6566	427	0	0	FULL	5	30453
275	163	166	975	525	0	0	FULL	1	4062
295	212	153	6317	2000	19	22	FULL	3	8591
432	316	69	3686	250	0	0	FULL	2	8882
337	169	201	575	250	0	0	FULL	1	19988
254	169	199	6842	2000	0	0	FULL	1	15820
272	164	146	1059	619	19	21	FULL	2	11873
317	225	167	8052	2000	0	0	FULL	1	18188
340	129	217	6954	689	10	12	FULL	3	15051
259	229	144	5831	2000	0	0	FULL	2	26090
304	185	151	5542	1906	18	20	ALL_EDGES	2	22047
292	183	215	8981	2000	0	0	FULL	1	19928
290	222	147	6260	2000	0	0	FULL	1	23577
340	310	109	6129	1093	0	0	ALL_EDGES	1	18243
222	166	122	3078	1216	5	3	FULL	3	20143
301	221	174	8027	1235	25	26	FULL	1	1181
299	210	168	7245	2000	6	4	FULL	3	18862
243	155	198	6142	2000	0	0	FULL	2	22358
269	209	150	1045	250	0	0	FULL	1	18652
376	185	165	7084	1193	13	15	FULL	2	16426
333	270	106	5044	1102	0	0	ALL_EDGES	1	32760
337	240	93	3735	1086	0	0	FULL	1	21827
235	182	223	8331	2000	0	0	FULL	2	2077
273	229	104	3750	1129	18	27	FULL	2	2149
262	132	130	265	434	0	0	FULL	2	20973
360	328	81	4294	1041	0	0	FULL	3	15138
248	200	212	8788	2000	0	0	FULL	1	17809
349	321	76	3799	1004	0	0	FULL	2	240
358	295	90	665	479	0	0	FULL	1	17395
275	191	86	2371	1130	14	13	FULL	3	18161
236	177	275	11097	1340	0	0	FULL	1	629
292	225	176	1288	250	0	0	FULL	1	19173
203	145	154	418	375	0	0	FULL	1	17308
252	140	156	1507	250	20	24	FULL	2	20404
338	179	74	2016	996	0	0	FULL	1	12179
308	217	112	4230	1127	13	11	FULL	5	30592
264	234	122	4725	2000	0	0	FULL	4	8851
314	192	91	2805	821	11	13	FULL	1	1639
298	219	115	4365	849	24	20	FULL	1	22008
218	171	121	3091	1193	0	0	ALL_EDGES	1	21375
291	227	159	7161	2000	20	26	FULL	1	7817
224	161	124	3087	2000	27	33	ALL_EDGES	3	23626
402	242	77	1050	705	0	0	FULL	1	15927
251	198	152	1410	458	0	0	FULL	3	29907
359	221	132	5964	1130	9	10	FULL	2	31272
331	236	148	7141	2000	0	0	FULL	3	304
238	174	181	5940	2000	24	27	ALL_EDGES	1	31772
312	255	144	2116	687	0	0	FULL	3	10283
363	213	149	6877	874	0	0	FULL	2	12715
200	140	338	2812	631	21	22	FULL	1	29095
260	165	268	1265	394	37	32	CORNERS	1	28359
279	205	184	525	250	25	30	FULL	2	11140
339	201	66	1908	434	16	16	FULL	2	26025
268	238	179	3404	1253	0	0	FULL	1	16607
374	219	129	5785	2000	41	42	FULL	3	19819
364	251	104	4807	819	0	0	FULL	2	25907
302	157	220	808	344	31	32	FULL	2	20657
302	226	169	7923	2000	22	26	FULL	2	12066
356	197	121	4658	854	14	15	FULL	2	15661
215	133	263	7395	2000	0	0	FULL	2	21157
321	214	109	960	250	0	0	FULL	1	6197
390	255	105	3454	1128	0	0	FULL	1	9371
303	139	130	3360	2000	0	0	FULL	1	8332
411	231	90	3799	994	0	0	FULL	3	11006
328	167	208	4496	778	20	17	FULL	4	27404
263	220	183	987	361	34	31	FULL	2	24767
313	226	120	4921	1165	0	0	FULL	1	9706
255	164	226	8075	2000	0	0	FULL	1	29611
225	138	145	3303	2000	24	29	FULL	2	7864
220	200	192	7174	2000	0	0	FULL	2	12638
188	179	104	780	995	11	12	FULL	3	30804
306	212	69	2043	801	0	0	FULL	5	11187
321	221	106	4050	832	0	0	FULL	2	10487
260	169	148	1020	442	0	0	FULL	1	23371
258	171	192	6672	2600	28	31	ALL_EDGES	1	26279
241	177	177	1020	677	3	7	FULL	1	15676
229	186	153	4862	2000	38	39	ALL_EDGES	2	18908
350	263	104	4883	833	0	0	FULL	2	1632
375	323	70	1122	409	0	0	ALL_EDGES	1	22298
313	193	157	1320	703	0	0	FULL	1	4820
274	224	106	3783	856	8	13	FULL	1	26706
333	223	155	7279	2000	7	9	FULL	2	13561
244	143	215	1012	674	3	3	FULL	1	2501
311	238	114	4828	1142	0	0	FULL	2	1303
250	201	188	7495	2000	33	33	FULL	3	10548
291	198	113	3789	1716	6	10	FULL	4	968
218	153	134	315	297	0	0	FULL	2	17109
380	261	116	1920	788	0	0	FULL	1	1385
281	217	155	855	250	19	21	FULL	1	15376
219	146	299	9851	2000	0	0	FULL	4	7124
387	293	101	5589	798	13	15	FULL	1	22260
269	148	287	10660	2207	12	13	FULL	1	568
272	139	303	10879	1607	0	0	FULL	1	3105
253	159	212	969	462	0	0	FULL	1	20394
330	226	127	5519	1180	0	0	FULL	3	7465
256	139	323	1334	470	24	20	FULL	5	473
243	184	258	10637	1324	0	0	ALL_EDGES	2	10771
233	166	245	8740	2000	0	0	ALL_EDGES	1	19249
265	180	94	1791	772	0	0	FULL	1	19431
282	192	120	3952	1209	11	16	FULL	2	18981
261	186	195	7467	2000	0	0	FULL	2	11286
301	250	159	8052	2000	0	0	FULL	2	11039
301	188	133	4627	886	15	17	FULL	2	9738
312	212	113	4237	1162	17	19	FULL	5	3288
281	172	239	9591	2000	28	28	FULL	1	22912
379	168	180	3484	660	0	0	FULL	3	10370
259	173	235	9030	743	28	33	ALL_EDGES	3	29631
283	216	107	3737	879	12	7	FULL	2	31188
278	253	121	2958	707	0	0	ALL_EDGES	3	8379
323	253	116	5339	1170	0	0	FULL	1	19461
238	167	238	8550	2324	23	16	FULL	2	20517
222	190	177	6457	2000	0	0	FULL	1	11174
264	153	285	9901	2000	0	0	FULL	5	21116
245	194	243	874	250	0	0	FULL	1	1602
314	247	148	4220	731	0	0	FULL	2	4006
312	273	123	1890	480	9	10	FULL	1	6388
329	172	150	5321	2000	0	0	FULL	3	27012
192	152	290	9239	1400	22	18	FULL	2	12229
243	193	182	790	250	0	0	FULL	1	10510
259	181	75	1781	1088	0	0	FULL	3	16417
286	170	154	5070	2000	27	19	ALL_EDGES	2	20043
342	241	139	2472	250	0	0	FULL	2	17506
284	223	181	8406	2000	0	0	FULL	1	29949
304	201	171	819	503	31	37	FULL	2	26781
302	187	168	817	355	0	0	FULL	2	992
244	186	232	9229	2000	0	0	FULL	2	7325
314	273	111	5291	2000	16	19	FULL	7	23098
312	250	135	6415	1212	17	13	FULL	1	17992
261	152	165	4732	1213	0	0	FULL	2	30845
288	201	164	6602	2000	0	0	FULL	1	2315
358	242	132	6543	866	0	0	FULL	1	5263
245	226	135	5122	2000	20	22	FULL	1	23357
168	114	233	4702	2081	20	21	FULL	3	8133
291	196	149	5618	2600	14	10	FULL	2	27494
277	175	175	6188	2000	23	23	FULL	2	29569
279	215	124	1102	713	0	0	FULL	2	17587
244	195	158	5535	990	21	21	ALL_EDGES	1	3013
343	257	96	2584	629	0	0	FULL	2	13839
278	223	184	1219	388	36	36	ALL_EDGES	2	16688
232	171	139	3910	2000	0	0	FULL	1	22046
287	231	68	2083	1055	13	18	FULL	5	26289
434	262	101	3657	1095	0	0	FULL	2	6296
265	121	330	10437	2000	0	0	FULL	4	14494
259	169	172	1702	328	23	21	FULL	4	17427
292	246	161	7854	2000	0	0	FULL	2	3905
219	120	171	3613	1564	8	7	FULL	2	26905
295	125	122	1030	995	0	0	FULL	2	22529
299	194	146	5499	1149	7	5	FULL	2	31506
326	310	44	1620	546	0	0	FULL	4	1096
395	294	99	2691	250	0	0	FULL	1	30239
464	227	109	5324	1013	0	0	FULL	1	11491
349	280	77	3367	1037	0	0	FULL	2	26285
207	153	143	3411	2000	0	0	FULL	3	31808
195	149	191	4900	1323	0	0	FULL	3	5643
263	165	195	6664	2000	0	0	FULL	1	32217
365	273	116	2208	501	9	10	FULL	1	12256
229	128	153	3366	2000	24	23	FULL	1	9940
328	247	130	2383	250	0	0	FULL	2	24347
310	243	113	4802	1150	0	0	FULL	3	19884
281	211	144	5618	2000	18	18	FULL	2	12469
220	163	323	12339	2000	0	0	FULL	1	12059
261	163	269	3714	250	27	28	FULL	1	11000
341	267	104	4959	1092	0	0	FULL	1	18255
260	169	195	6689	1240	22	17	FULL	1	10008
315	209	144	5966	1151	14	18	FULL	3	10036
259	169	126	698	1111	0	0	FULL	4	14498
292	211	155	6384	1174	0	0	FULL	1	16971
300	217	176	8096	2000	0	0	ALL_EDGES	1	8760
373	225	113	2869	632	14	13	FULL	1	1337
241	187	166	5692	916	0	0	FULL	1	31361
229	153	214	6540	2000	0	0	FULL	3	20853
274	170	246	9844	2000	0	0	FULL	2	17200
265	188	130	4218	1174	16	20	FULL	5	32025
255	179	121	2343	817	0	0	FULL	1	9027
248	191	242	10235	2600	0	0	FULL	1	9872
325	225	158	7417	2000	18	16	FULL	3	11331
328	181	177	7108	2000	19	23	FULL	3	12639
367	213	122	5149	1092	42	41	FULL	5	7382
339	241	116	5215	1144	14	21	ALL_EDGES	1	222
273	270	142	1827	467	19	20	FULL	1	26181
339	288	108	5575	1124	0	0	FULL	1	23795
236	197	160	1755	250	0	0	FULL	2	26532
276	206	149	1385	250	0	0	FULL	4	17022
293	254	115	2924	250	0	0	FULL	3	11674
219	94	171	1204	250	0	0	FULL	1	22554
248	151	121	2911	2000	15	15	FULL	1	14293
184	119	249	5687	2352	0	0	FULL	2	18620
307	173	103	2997	1106	9	11	FULL	4	23479
309	215	127	5091	1163	17	24	FULL	1	19963
269	169	98	2551	1141	0	0	FULL	2	32482
324	201	162	6856	2000	0	0	FULL	2	17687
253	151	249	8483	2000	26	28	FULL	1	16315
214	131	161	2241	1006	27	33	FULL	2	771
319	167	216	8636	2000	0	0	FULL	1	17294
329	210	109	4057	1146	0	0	FULL	2	31928
346	237	103	4386	1085	0	0	FULL	1	6052
159	124	176	3300	2000	25	24	FULL	2	12870
286	228	145	2736	640	0	0	FULL	1	16873
332	245	141	6980	475	15	15	FULL	1	11893
309	209	131	5151	1195	0	0	FULL	4	23190
313	209	176	7946	2000	0	0	FULL	2	28324
341	258	85	3562	2135	0	0	FULL	1	10184
226	134	149	3343	2000	0	0	FULL	3	23883
380	240	115	5449	1121	0	0	FULL	1	18632
445	165	143	2121	504	10	9	FULL	3	751
281	190	216	1587	276	0	0	FULL	4	26420
336	276	113	5733	1096	0	0	ALL_EDGES	3	6535
247	146	181	598	534	0	0	FULL	7	23433
212	150	141	3352	2000	0	0	FULL	1	10832
228	203	205	541	296	29	31	FULL	2	22461
352	237	138	6716	1183	0	0	FULL	4	9943
333	260	110	1425	731	0	0	FULL	2	20857
211	150	143	3388	2000	0	0	FULL	1	5359
237	151	209	6367	2000	0	0	FULL	3	4049
273	255	122	5287	1136	0	0	FULL	1	11709
143	120	261	5337	2000	43	51	FULL	3	25931
244	112	128	2338	2000	0	0	FULL	1	6397
179	119	211	4365	1590	0	0	FULL	2	30222
324	270	97	4403	1098	0	0	FULL	1	23184
250	165	133	3701	2000	0	0	FULL	3	3360
288	144	204	799	544	0	0	FULL	1	312
409	287	89	808	483	0	0	FULL	1	21908
221	205	188	7097	2000	0	0	FULL	3	21568
184	144	170	1966	1013	0	0	CORNERS	1	8553
195	134	135	2656	2000	29	25	FULL	1	19408
323	252	92	3787	1050	0	0	FULL	1	29928
288	237	154	1249	393	21	22	FULL	1	30117
245	219	197	8547	2000	0	0	FULL	2	7068
269	219	128	4792	2000	35	34	FULL	1	27743
265	188	170	459	404	23	23	FULL	2	9454
273	193	143	562	339	31	29	FULL	1	994
400	201	143	6440	1168	32	33	ALL_EDGES	1	19846
206	114	193	1876	250	0	0	FULL	1	22678
346	195	126	1717	887	10	17	FULL	2	28326
405	220	129	6118	1092	9	10	ALL_EDGES	1	23695
307	225	51	1375	318	0	0	FULL	1	3499
259	182	160	5400	2600	0	0	FULL	4	8663
254	176	191	6706	2000	0	0	ALL_EDGES	1	31533
304	230	93	2788	339	16	16	FULL	3	13185
328	214	164	7521	1165	0	0	FULL	1	10506
261	181	96	1143	250	12	16	FULL	3	7430
290	208	92	2915	1876	16	15	ALL_EDGES	3	25915
340	241	141	1173	418	35	40	FULL	5	25528
249	199	171	6426	2000	35	37	FULL	1	31217
443	299	71	3695	733	17	17	FULL	2	24209
278	179	130	4127	2000	8	14	FULL	4	28635
229	168	222	7539	2000	0	0	FULL	2	19777
381	242	113	1291	250	0	0	FULL	2	15622
311	246	150	7394	2000	0	0	FULL	2	5221
226	169	197	2040	273	0	0	FULL	1	15921
278	144	186	5610	1247	0	0	FULL	1	21364
376	220	146	6984	2000	0	0	FULL	1	7114
349	243	88	3585	1041	18	17	FULL	2	3660
271	195	141	5002	2000	36	42	FULL	2	31382
230	161	122	3024	2000	20	21	ALL_EDGES	1	7398
321	232	140	6457	1168	17	17	FULL	4	10120
323	200	179	1242	379	22	21	ALL_EDGES	1	31310
273	221	74	2227	1061	0	0	FULL	5	18380
341	204	108	3300	1044	16	16	FULL	2	11967
281	194	156	5839	1181	21	21	FULL	1	27788
295	228	112	1965	1083	0	0	FULL	2	6892
467	350	70	2208	676	0	0	FULL	1	27157
192	151	190	4922	2195	34	36	FULL	2	23064
233	174	110	1071	250	0	0	FULL	3	29770
318	228	145	1669	455	16	18	FULL	1	7960
289	182	105	3107	855	10	8	ALL_EDGES	1	16423
293	212	137	1462	250	0	0	FULL	1	7385
237	153	206	6330	1303	0	0	FULL	1	18180
358	259	81	3405	785	0	0	FULL	2	26262
329	178	180	7150	1166	0	0	FULL	1	20398
363	214	148	6854	1148	7	5	FULL	1	20876
290	204	127	1297	622	8	6	FULL	2	22611
301	172	203	1386	250	0	0	FULL	1	30946
377	272	92	2717	1208	0	0	FULL	1	843
246	189	203	7828	2000	24	25	FULL	1	673
257	149	143	3773	2000	20	21	FULL	4	7432
330	245	142	7015	1199	0	0	FULL	4	14351
288	174	239	9900	2000	0	0	FULL	5	19316
260	193	229	621	409	0	0	FULL	2	3186
303	248	153	7555	2000	17	18	FULL	2	26854
329	209	124	1776	250	10	12	FULL	1	22456
276	198	155	5873	2000	21	22	FULL	3	20070
333	229	138	2425	250	16	19	FULL	1	28876
292	206	157	1577	476	19	18	FULL	3	26743
