225	135	147	3330	985	0	0	FULL	2	1824
420	274	83	4208	999	16	17	FULL	3	5231
288	209	157	342	250	0	0	FULL	1	21857
350	239	78	2925	998	0	0	FULL	4	6953
294	196	166	6564	2000	43	41	FULL	1	3153
231	191	169	1222	468	7	4	FULL	3	19605
279	211	110	3809	1138	11	14	FULL	6	32405
246	205	149	5347	2000	28	27	FULL	1	31865
336	196	160	4273	1312	19	22	ALL_EDGES	2	9073
421	286	96	5232	777	0	0	FULL	1	29452
418	170	162	3300	1002	13	19	FULL	3	9220
158	130	221	4725	2000	23	23	FULL	1	23080
341	304	91	4664	1067	12	12	FULL	1	32115
372	264	117	6083	1077	12	6	ALL_EDGES	1	13527
343	234	119	2166	1001	0	0	FULL	5	18549
351	275	99	997	601	18	28	FULL	1	17904
356	127	166	1162	250	0	0	FULL	2	11836
277	240	98	3633	886	0	0	FULL	1	9460
236	132	273	2218	250	0	0	FULL	2	2697
252	158	213	2218	425	0	0	FULL	1	24884
343	152	144	4530	1204	17	20	FULL	5	14050
192	123	318	435	295	0	0	ALL_EDGES	5	13767
238	187	169	5767	2000	0	0	FULL	1	32248
343	240	128	6006	373	7	17	FULL	2	25638
258	226	145	2065	250	20	21	ALL_EDGES	1	7330
240	190	187	6825	2061	0	0	FULL	1	15698
309	182	133	4575	890	17	18	FULL	2	2995
221	181	212	7505	2000	3	4	FULL	1	26435
327	245	106	4564	1097	11	11	FULL	4	1030
373	229	100	4165	842	0	0	FULL	1	19982
197	121	313	2632	1430	0	0	FULL	3	19319
357	201	160	4036	1388	0	0	FULL	1	31962
348	213	155	7130	2000	0	0	FULL	1	15527
230	170	243	1586	250	21	19	FULL	1	25999
298	171	148	4890	2000	0	0	FULL	1	4508
327	266	132	6831	1146	0	0	FULL	1	22345
295	167	172	5958	1224	0	0	ALL_EDGES	2	21752
261	166	264	4749	1344	23	28	FULL	1	6008
295	167	131	4030	2000	0	0	ALL_EDGES	1	436
401	254	118	6144	1058	0	0	FULL	2	27764
361	355	89	5451	1067	13	9	FULL	2	22030
292	265	97	4065	859	0	0	FULL	3	20452
319	208	143	5918	2000	9	13	ALL_EDGES	1	14930
261	164	197	3425	1354	0	0	FULL	1	21988
242	133	139	765	250	26	25	FULL	1	31051
290	161	226	3402	662	24	28	FULL	2	22942
