264	169	213	7742	2000	0	0	FULL	1	8062
264	210	154	263	337	28	26	FULL	2	10680
210	158	167	1034	686	0	0	FULL	5	20699
305	209	118	1162	443	6	8	FULL	1	2559
347	188	146	2555	596	13	13	ALL_EDGES	1	23282
277	201	136	1620	786	0	0	FULL	2	25626
295	184	193	7770	2000	35	35	FULL	1	13765
328	248	141	1840	250	0	0	FULL	2	15563
321	242	109	4666	1099	30	33	FULL	1	21944
344	241	114	5149	1091	12	12	FULL	2	8935
364	178	177	7429	1149	0	0	FULL	1	8633
330	204	97	3328	1080	13	16	FULL	1	32658
359	285	93	2517	925	13	11	ALL_EDGES	3	2846
286	174	232	851	348	31	33	FULL	1	27184
367	240	119	5638	1130	0	0	FULL	1	21664
283	173	214	8295	2000	24	23	FULL	1	19872
353	193	110	862	250	0	0	FULL	1	14930
315	202	86	1270	808	0	0	FULL	3	26584
313	243	99	3975	1089	10	10	FULL	1	11984
221	147	170	4389	2000	27	30	FULL	2	20050
353	185	146	5700	903	0	0	FULL	1	9072
248	147	289	10132	2000	0	0	FULL	1	10135
354	224	145	6865	1150	0	0	FULL	2	30536
233	146	162	4180	2000	0	0	FULL	3	19139
259	235	90	3041	1137	0	0	FULL	2	6151
297	192	201	8648	2000	0	0	FULL	1	5295
359	186	98	3217	1082	0	0	ALL_EDGES	1	30363
323	184	126	4380	1136	0	0	ALL_EDGES	5	21010
233	212	172	620	250	20	20	ALL_EDGES	5	24719
303	209	118	4380	1171	0	0	ALL_EDGES	4	25473
262	186	154	1890	579	0	0	FULL	1	27214
218	123	130	2485	2000	20	24	FULL	4	20091
311	195	140	5295	2171	0	0	FULL	3	31066
246	197	175	1181	341	0	0	FULL	1	7922
205	162	166	4482	2000	31	36	FULL	2	44
194	168	139	387	361	0	0	FULL	1	15535
271	203	172	6944	2000	27	35	FULL	2	27639
301	195	179	7444	2600	22	24	FULL	2	25287
269	197	179	7087	2000	35	36	FULL	1	1970
222	177	191	6300	2000	0	0	FULL	1	709
467	328	49	2392	471	0	0	FULL	2	5195
350	254	95	4207	1061	0	0	FULL	1	25436
307	266	141	7245	2000	0	0	FULL	1	7749
256	239	156	1805	865	0	0	FULL	1	29279
180	139	181	4054	2600	0	0	FULL	2	26851
286	264	153	1621	529	29	31	FULL	2	18705
259	169	126	3553	2000	18	19	FULL	3	19372
322	227	116	3417	1571	0	0	ALL_EDGES	1	24660
266	214	150	5873	2134	19	21	FULL	4	12080
243	183	257	3312	1192	0	0	FULL	2	23532
254	208	161	6196	2000	0	0	FULL	1	2182
305	263	131	6415	1224	0	0	FULL	1	6302
165	111	247	985	250	32	35	FULL	4	26456
345	231	119	5244	839	19	20	FULL	2	19948
337	322	106	6072	475	0	0	FULL	1	21515
298	207	137	5355	2600	0	0	FULL	1	7009
289	206	194	8613	2000	0	0	FULL	1	32541
333	157	220	8544	2000	25	30	FULL	1	5926
240	131	111	728	746	0	0	ALL_EDGES	1	751
238	165	217	816	341	0	0	FULL	2	9085
236	172	183	6007	2000	0	0	FULL	3	7953
345	233	93	1897	581	0	0	FULL	2	12099
350	220	136	6121	1170	0	0	FULL	1	26768
332	206	95	3295	1096	0	0	FULL	1	1951
567	350	58	3634	746	0	0	FULL	2	17111
269	233	184	8682	2000	0	0	FULL	2	25769
347	280	87	2329	933	0	0	FULL	7	5985
255	159	234	1852	495	0	0	FULL	5	4432
369	259	100	4683	1037	0	0	FULL	3	32302
335	187	120	4200	852	0	0	FULL	5	27044
333	201	142	2175	975	0	0	FULL	1	13369
224	173	142	4009	2000	26	24	ALL_EDGES	1	19866
268	154	181	5632	2600	0	0	FULL	1	16468
285	200	131	4725	2000	7	7	FULL	1	18030
244	202	151	5415	2000	0	0	FULL	1	9567
313	198	185	8119	539	0	0	FULL	1	20124
325	181	110	3555	2000	0	0	FULL	2	32187
335	264	108	5073	845	0	0	FULL	1	18557
381	322	69	1572	250	0	0	FULL	2	14226
281	231	85	632	465	0	0	FULL	2	2196
167	113	240	544	415	0	0	FULL	2	28645
266	216	79	2313	849	0	0	FULL	3	29098
324	175	186	987	250	0	0	FULL	3	26289
321	217	150	399	362	0	0	FULL	3	8000
253	195	193	7543	2000	24	22	FULL	3	28615
352	289	118	1500	250	23	26	FULL	1	1358
230	153	157	4152	2000	0	0	FULL	1	29969
298	232	123	5091	875	0	0	FULL	1	17481
206	155	266	654	296	21	22	ALL_EDGES	1	30377
179	133	147	1270	311	29	34	ALL_EDGES	3	32527
304	204	121	4425	1838	0	0	FULL	1	28072
219	148	260	1096	516	0	0	FULL	3	7572
334	241	106	4513	869	0	0	FULL	1	4202
274	174	178	6264	873	0	0	ALL_EDGES	2	24750
284	123	301	9702	2000	26	33	FULL	3	28929
372	186	167	1564	677	8	3	FULL	2	14729
303	204	170	7245	2600	22	22	FULL	2	13800
251	188	180	6553	2000	24	25	FULL	3	19003
237	135	109	2201	2000	0	0	FULL	1	25610
246	128	240	6675	2000	22	25	FULL	1	7794
255	209	160	6179	1700	0	0	FULL	3	18306
